- 1131568353 2005.11.09 dn639 Nov 9 12:32:33 dn639/dn639 ntpd[905]: synchronized to 10.100.24.250, stratum 3
- 1131568564 2005.11.09 dn998 Nov 9 12:36:04 dn998/dn998 ntpd[32567]: synchronized to 10.100.28.250, stratum 3
- 1131568571 2005.11.09 dn875 Nov 9 12:36:11 dn875/dn875 ntpd[2787]: synchronized to 10.100.28.250, stratum 3
- 1131568584 2005.11.09 dn592 Nov 9 12:36:24 dn592/dn592 ntpd[326]: synchronized to 10.100.24.250, stratum 3
- 1131568588 2005.11.09 dn880 Nov 9 12:36:28 dn880/dn880 ntpd[2075]: synchronized to 10.100.26.250, stratum 3
- 1131568602 2005.11.09 dn652 Nov 9 12:36:42 dn652/dn652 ntpd[29930]: synchronized to 10.100.28.250, stratum 3
- 1131568649 2005.11.09 dn214 Nov 9 12:37:29 dn214/dn214 ntpd[11183]: synchronized to 10.100.24.250, stratum 3
- 1131568658 2005.11.09 dn599 Nov 9 12:37:38 dn599/dn599 ntpd[682]: synchronized to 10.100.28.250, stratum 3
- 1131568670 2005.11.09 dn282 Nov 9 12:37:50 dn282/dn282 ntpd[32308]: synchronized to 10.100.24.250, stratum 3
- 1131568675 2005.11.09 dn35 Nov 9 12:37:55 dn35/dn35 ntpd[19975]: synchronized to 10.100.24.250, stratum 3
- 1131568679 2005.11.09 dn77 Nov 9 12:37:59 dn77/dn77 ntpd[9978]: synchronized to 10.100.26.250, stratum 3
- 1131568693 2005.11.09 dn35 Nov 9 12:38:13 dn35/dn35 ntpd[19975]: synchronized to 10.100.30.250, stratum 3
- 1131568699 2005.11.09 dn964 Nov 9 12:38:19 dn964/dn964 ntpd[1960]: synchronized to 10.100.28.250, stratum 3
- 1131568703 2005.11.09 dn607 Nov 9 12:38:23 dn607/dn607 ntpd[32086]: synchronized to 10.100.24.250, stratum 3
- 1131568714 2005.11.09 dn35 Nov 9 12:38:34 dn35/dn35 ntpd[19975]: synchronized to 10.100.26.250, stratum 3
- 1131568715 2005.11.09 dn708 Nov 9 12:38:35 dn708/dn708 ntpd[534]: synchronized to 10.100.26.250, stratum 3
- 1131568735 2005.11.09 dn918 Nov 9 12:38:55 dn918/dn918 ntpd[3485]: synchronized to 10.100.26.250, stratum 3
- 1131568751 2005.11.09 dn197 Nov 9 12:39:11 dn197/dn197 ntpd[12765]: synchronized to 10.100.24.250, stratum 3
- 1131568752 2005.11.09 dn38 Nov 9 12:39:12 dn38/dn38 ntpd[20634]: synchronized to 10.100.26.250, stratum 3
- 1131568754 2005.11.09 dn827 Nov 9 12:39:14 dn827/dn827 ntpd[4554]: synchronized to 10.100.24.250, stratum 3
- 1131568795 2005.11.09 dn505 Nov 9 12:39:55 dn505/dn505 ntpd[31882]: synchronized to 10.100.26.250, stratum 3
- 1131568815 2005.11.09 dn190 Nov 9 12:40:15 dn190/dn190 ntpd[11523]: synchronized to 10.100.28.250, stratum 3
- 1131568815 2005.11.09 dn197 Nov 9 12:40:15 dn197/dn197 ntpd[12765]: synchronized to 10.100.28.250, stratum 3
- 1131568816 2005.11.09 dn596 Nov 9 12:40:16 dn596/dn596 ntpd[2066]: synchronized to 10.100.26.250, stratum 3
- 1131568825 2005.11.09 dn677 Nov 9 12:40:25 dn677/dn677 ntpd[1601]: synchronized to 10.100.26.250, stratum 3
- 1131568831 2005.11.09 dn336 Nov 9 12:40:31 dn336/dn336 ntpd[30894]: synchronized to 10.100.26.250, stratum 3
- 1131568838 2005.11.09 dn746 Nov 9 12:40:38 dn746/dn746 ntpd[32562]: synchronized to 10.100.30.250, stratum 3
- 1131568860 2005.11.09 dn584 Nov 9 12:41:00 dn584/dn584 ntpd[32098]: synchronized to 10.100.30.250, stratum 3
- 1131568868 2005.11.09 dn902 Nov 9 12:41:08 dn902/dn902 ntpd[3713]: synchronized to 10.100.28.250, stratum 3
- 1131568880 2005.11.09 dn386 Nov 9 12:41:20 dn386/dn386 ntpd[330]: synchronized to 10.100.26.250, stratum 3
- 1131568896 2005.11.09 dn828 Nov 9 12:41:36 dn828/dn828 ntpd[4709]: synchronized to 10.100.24.250, stratum 3
- 1131568906 2005.11.09 dn615 Nov 9 12:41:46 dn615/dn615 ntpd[450]: synchronized to 10.100.28.250, stratum 3
- 1131568907 2005.11.09 dn302 Nov 9 12:41:47 dn302/dn302 ntpd[31657]: synchronized to 10.100.24.250, stratum 3
- 1131568911 2005.11.09 dn243 Nov 9 12:41:51 dn243/dn243 ntpd[10221]: synchronized to 10.100.26.250, stratum 3
- 1131568919 2005.11.09 dn853 Nov 9 12:41:59 dn853/dn853 ntpd[3483]: synchronized to 10.100.24.250, stratum 3
- 1131568932 2005.11.09 dn650 Nov 9 12:42:12 dn650/dn650 ntpd[326]: synchronized to 10.100.26.250, stratum 3
- 1131568934 2005.11.09 dn425 Nov 9 12:42:14 dn425/dn425 ntpd[2709]: synchronized to 10.100.24.250, stratum 3
- 1131568954 2005.11.09 dn74 Nov 9 12:42:34 dn74/dn74 ntpd[20434]: synchronized to 10.100.26.250, stratum 3
- 1131568974 2005.11.09 dn529 Nov 9 12:42:54 dn529/dn529 ntpd[31555]: synchronized to 10.100.26.250, stratum 3
- 1131569014 2005.11.09 dn1014 Nov 9 12:43:34 dn1014/dn1014 ntpd[32700]: synchronized to 10.100.28.250, stratum 3
- 1131569019 2005.11.09 dn951 Nov 9 12:43:39 dn951/dn951 ntpd[305]: synchronized to 10.100.28.250, stratum 3
- 1131569020 2005.11.09 dn677 Nov 9 12:43:40 dn677/dn677 ntpd[1601]: synchronized to 10.100.24.250, stratum 3
- 1131569026 2005.11.09 dn98 Nov 9 12:43:46 dn98/dn98 ntpd[10547]: synchronized to 10.100.26.250, stratum 3
- 1131569035 2005.11.09 dn294 Nov 9 12:43:55 dn294/dn294 ntpd[10865]: synchronized to 10.100.28.250, stratum 3
- 1131569039 2005.11.09 dn98 Nov 9 12:43:59 dn98/dn98 ntpd[10547]: synchronized to 10.100.30.250, stratum 3
- 1131569072 2005.11.09 dn426 Nov 9 12:44:32 dn426/dn426 ntpd[32380]: synchronized to 10.100.28.250, stratum 3
- 1131569089 2005.11.09 dn53 Nov 9 12:44:49 dn53/dn53 ntpd[20458]: synchronized to 10.100.26.250, stratum 3
- 1131569099 2005.11.09 dn637 Nov 9 12:44:59 dn637/dn637 ntpd[1218]: synchronized to 10.100.26.250, stratum 3
- 1131569140 2005.11.09 dn84 Nov 9 12:45:40 dn84/dn84 ntpd[10005]: synchronized to 10.100.24.250, stratum 3
- 1131569141 2005.11.09 dn19 Nov 9 12:45:41 dn19/dn19 ntpd[13962]: synchronized to 10.100.28.250, stratum 3
- 1131569145 2005.11.09 dn788 Nov 9 12:45:45 dn788/dn788 ntpd[32400]: synchronized to 10.100.24.250, stratum 3
- 1131569145 2005.11.09 dn812 Nov 9 12:45:45 dn812/dn812 ntpd[603]: synchronized to 10.100.28.250, stratum 3
- 1131569150 2005.11.09 dn221 Nov 9 12:45:50 dn221/dn221 ntpd[17017]: synchronized to 10.100.28.250, stratum 3
- 1131569151 2005.11.09 dn841 Nov 9 12:45:51 dn841/dn841 ntpd[3457]: synchronized to 10.100.26.250, stratum 3
- 1131569155 2005.11.09 dn98 Nov 9 12:45:55 dn98/dn98 ntpd[10547]: synchronized to 10.100.28.250, stratum 3
- 1131569157 2005.11.09 dn911 Nov 9 12:45:57 dn911/dn911 ntpd[3843]: synchronized to 10.100.24.250, stratum 3
- 1131569161 2005.11.09 dn987 Nov 9 12:46:01 dn987/dn987 ntpd[1095]: synchronized to 10.100.26.250, stratum 3
- 1131569173 2005.11.09 dn761 Nov 9 12:46:13 dn761/dn761 ntpd[31964]: synchronized to 10.100.24.250, stratum 3
- 1131569173 2005.11.09 dn851 Nov 9 12:46:13 dn851/dn851 ntpd[3560]: synchronized to 10.100.24.250, stratum 3
- 1131569179 2005.11.09 dn215 Nov 9 12:46:19 dn215/dn215 ntpd[11213]: synchronized to 10.100.28.250, stratum 3
- 1131569205 2005.11.09 dn212 Nov 9 12:46:45 dn212/dn212 ntpd[11230]: synchronized to 10.100.24.250, stratum 3
- 1131569205 2005.11.09 dn84 Nov 9 12:46:45 dn84/dn84 ntpd[10005]: synchronized to 10.100.26.250, stratum 3
- 1131569208 2005.11.09 dn678 Nov 9 12:46:48 dn678/dn678 ntpd[1567]: synchronized to 10.100.28.250, stratum 3
- 1131569211 2005.11.09 dn156 Nov 9 12:46:51 dn156/dn156 ntpd[10278]: synchronized to 10.100.24.250, stratum 3
- 1131569218 2005.11.09 dn529 Nov 9 12:46:58 dn529/dn529 ntpd[31555]: synchronized to 10.100.28.250, stratum 3
- 1131569220 2005.11.09 dn987 Nov 9 12:47:00 dn987/dn987 ntpd[1095]: synchronized to 10.100.28.250, stratum 3
- 1131569231 2005.11.09 dn156 Nov 9 12:47:11 dn156/dn156 ntpd[10278]: synchronized to 10.100.28.250, stratum 3
- 1131569231 2005.11.09 dn185 Nov 9 12:47:11 dn185/dn185 ntpd[11146]: synchronized to 10.100.26.250, stratum 3
- 1131569245 2005.11.09 dn676 Nov 9 12:47:25 dn676/dn676 ntpd[1501]: synchronized to 10.100.28.250, stratum 3
- 1131569246 2005.11.09 dn1014 Nov 9 12:47:26 dn1014/dn1014 ntpd[32700]: synchronized to 10.100.24.250, stratum 3
- 1131569273 2005.11.09 dn1014 Nov 9 12:47:53 dn1014/dn1014 ntpd[32700]: synchronized to 10.100.26.250, stratum 3
- 1131569283 2005.11.09 dn784 Nov 9 12:48:03 dn784/dn784 ntpd[32727]: synchronized to 10.100.28.250, stratum 3
- 1131569289 2005.11.09 dn185 Nov 9 12:48:09 dn185/dn185 ntpd[11146]: synchronized to 10.100.24.250, stratum 3
- 1131569290 2005.11.09 dn789 Nov 9 12:48:10 dn789/dn789 ntpd[32333]: synchronized to 10.100.30.250, stratum 3
- 1131569296 2005.11.09 dn789 Nov 9 12:48:16 dn789/dn789 ntpd[32333]: synchronized to 10.100.24.250, stratum 3
- 1131569299 2005.11.09 dn788 Nov 9 12:48:19 dn788/dn788 ntpd[32400]: synchronized to 10.100.30.250, stratum 3
- 1131569327 2005.11.09 dn696 Nov 9 12:48:47 dn696/dn696 ntpd[3598]: synchronized to 10.100.24.250, stratum 3
- 1131569330 2005.11.09 dn1012 Nov 9 12:48:50 dn1012/dn1012 ntpd[509]: synchronized to 10.100.28.250, stratum 3
- 1131569330 2005.11.09 dn417 Nov 9 12:48:50 dn417/dn417 ntpd[578]: synchronized to 10.100.30.250, stratum 3
- 1131569334 2005.11.09 dn251 Nov 9 12:48:54 dn251/dn251 ntpd[10172]: synchronized to 10.100.28.250, stratum 3
- 1131569341 2005.11.09 dn323 Nov 9 12:49:01 dn323/dn323 ntpd[30896]: synchronized to 10.100.24.250, stratum 3
- 1131569343 2005.11.09 dn537 Nov 9 12:49:03 dn537/dn537 ntpd[31095]: synchronized to 10.100.28.250, stratum 3
- 1131569355 2005.11.09 dn840 Nov 9 12:49:15 dn840/dn840 ntpd[2923]: synchronized to 10.100.28.250, stratum 3
- 1131569367 2005.11.09 dn158 Nov 9 12:49:27 dn158/dn158 ntpd[12119]: synchronized to 10.100.28.250, stratum 3
- 1131569375 2005.11.09 dn125 Nov 9 12:49:35 dn125/dn125 ntpd[31993]: synchronized to 10.100.26.250, stratum 3
- 1131569380 2005.11.09 dn378 Nov 9 12:49:40 dn378/dn378 ntpd[31087]: synchronized to 10.100.28.250, stratum 3
- 1131569384 2005.11.09 dn1012 Nov 9 12:49:44 dn1012/dn1012 ntpd[509]: synchronized to 10.100.26.250, stratum 3
- 1131569387 2005.11.09 dn301 Nov 9 12:49:47 dn301/dn301 ntpd[32208]: synchronized to 10.100.30.250, stratum 3
- 1131569399 2005.11.09 dn301 Nov 9 12:49:59 dn301/dn301 ntpd[32208]: synchronized to 10.100.28.250, stratum 3
- 1131569417 2005.11.09 dn652 Nov 9 12:50:17 dn652/dn652 ntpd[29930]: synchronized to 10.100.26.250, stratum 3
- 1131569420 2005.11.09 dn853 Nov 9 12:50:20 dn853/dn853 ntpd[3483]: synchronized to 10.100.28.250, stratum 3
- 1131569421 2005.11.09 dn302 Nov 9 12:50:21 dn302/dn302 ntpd[31657]: synchronized to 10.100.26.250, stratum 3
- 1131569440 2005.11.09 dn466 Nov 9 12:50:40 dn466/dn466 ntpd[31818]: synchronized to 10.100.26.250, stratum 3
- 1131569455 2005.11.09 dn749 Nov 9 12:50:55 dn749/dn749 ntpd[31951]: synchronized to 10.100.30.250, stratum 3
- 1131569458 2005.11.09 dn761 Nov 9 12:50:58 dn761/dn761 ntpd[31964]: synchronized to 10.100.28.250, stratum 3
- 1131569459 2005.11.09 dn532 Nov 9 12:50:59 dn532/dn532 ntpd[31559]: synchronized to 10.100.28.250, stratum 3
- 1131569472 2005.11.09 dn1010 Nov 9 12:51:12 dn1010/dn1010 ntpd[990]: synchronized to 10.100.28.250, stratum 3
- 1131569491 2005.11.09 dn761 Nov 9 12:51:31 dn761/dn761 ntpd[31964]: synchronized to 10.100.30.250, stratum 3
- 1131569510 2005.11.09 dn246 Nov 9 12:51:50 dn246/dn246 ntpd[10151]: synchronized to 10.100.24.250, stratum 3
- 1131569520 2005.11.09 dn417 Nov 9 12:52:00 dn417/dn417 ntpd[578]: synchronized to 10.100.24.250, stratum 3
- 1131569523 2005.11.09 dn2 Nov 9 12:52:03 dn2/dn2 ntpd[20018]: synchronized to 10.100.28.250, stratum 3
- 1131569540 2005.11.09 dn717 Nov 9 12:52:20 dn717/dn717 ntpd[1164]: synchronized to 10.100.28.250, stratum 3
- 1131569546 2005.11.09 dn393 Nov 9 12:52:26 dn393/dn393 ntpd[4696]: synchronized to 10.100.26.250, stratum 3
- 1131569550 2005.11.09 dn798 Nov 9 12:52:30 dn798/dn798 ntpd[595]: synchronized to 10.100.26.250, stratum 3
- 1131569571 2005.11.09 dn696 Nov 9 12:52:51 dn696/dn696 ntpd[3598]: synchronized to 10.100.26.250, stratum 3
- 1131569592 2005.11.09 dn246 Nov 9 12:53:12 dn246/dn246 ntpd[10151]: synchronized to 10.100.30.250, stratum 3
- 1131569595 2005.11.09 dn679 Nov 9 12:53:15 dn679/dn679 ntpd[1791]: synchronized to 10.100.24.250, stratum 3
- 1131569615 2005.11.09 dn922 Nov 9 12:53:35 dn922/dn922 ntpd[3845]: synchronized to 10.100.28.250, stratum 3
- 1131569632 2005.11.09 dn349 Nov 9 12:53:52 dn349/dn349 ntpd[32124]: synchronized to 10.100.28.250, stratum 3
- 1131569647 2005.11.09 dn10 Nov 9 12:54:07 dn10/dn10 ntpd[19825]: synchronized to 10.100.28.250, stratum 3
- 1131569676 2005.11.09 dn670 Nov 9 12:54:36 dn670/dn670 ntpd[32568]: synchronized to 10.100.26.250, stratum 3
- 1131569684 2005.11.09 dn395 Nov 9 12:54:44 dn395/dn395 ntpd[32423]: synchronized to 10.100.28.250, stratum 3
- 1131569696 2005.11.09 dn533 Nov 9 12:54:56 dn533/dn533 ntpd[31731]: synchronized to 10.100.28.250, stratum 3
- 1131569706 2005.11.09 dn612 Nov 9 12:55:06 dn612/dn612 ntpd[3242]: synchronized to 10.100.30.250, stratum 3
- 1131569730 2005.11.09 dn676 Nov 9 12:55:30 dn676/dn676 ntpd[1501]: synchronized to 10.100.24.250, stratum 3
- 1131569734 2005.11.09 dn372 Nov 9 12:55:34 dn372/dn372 ntpd[31110]: synchronized to 10.100.24.250, stratum 3
- 1131569735 2005.11.09 dn143 Nov 9 12:55:35 dn143/dn143 ntpd[10872]: synchronized to 10.100.24.250, stratum 3
- 1131569736 2005.11.09 dn928 Nov 9 12:55:36 dn928/dn928 ntpd[4065]: synchronized to 10.100.24.250, stratum 3
- 1131569737 2005.11.09 dn220 Nov 9 12:55:37 dn220/dn220 ntpd[11690]: synchronized to 10.100.24.250, stratum 3
- 1131569760 2005.11.09 dn753 Nov 9 12:56:00 dn753/dn753 ntpd[31783]: synchronized to 10.100.24.250, stratum 3
- 1131569811 2005.11.09 dn500 Nov 9 12:56:51 dn500/dn500 ntpd[31877]: synchronized to 10.100.28.250, stratum 3
- 1131569816 2005.11.09 dn215 Nov 9 12:56:56 dn215/dn215 ntpd[11213]: synchronized to 10.100.26.250, stratum 3
- 1131569820 2005.11.09 dn533 Nov 9 12:57:00 dn533/dn533 ntpd[31731]: synchronized to 10.100.26.250, stratum 3
- 1131569852 2005.11.09 dn185 Nov 9 12:57:32 dn185/dn185 ntpd[11146]: synchronized to 10.100.28.250, stratum 3
- 1131569852 2005.11.09 dn796 Nov 9 12:57:32 dn796/dn796 ntpd[613]: synchronized to 10.100.28.250, stratum 3
- 1131569929 2005.11.09 dn927 Nov 9 12:58:49 dn927/dn927 ntpd[4090]: synchronized to 10.100.30.250, stratum 3
- 1131569936 2005.11.09 dn104 Nov 9 12:58:56 dn104/dn104 ntpd[10686]: synchronized to 10.100.26.250, stratum 3
- 1131569945 2005.11.09 dn80 Nov 9 12:59:05 dn80/dn80 ntpd[9293]: synchronized to 10.100.24.250, stratum 3
- 1131569956 2005.11.09 dn679 Nov 9 12:59:16 dn679/dn679 ntpd[1791]: synchronized to 10.100.28.250, stratum 3
- 1131569959 2005.11.09 dn425 Nov 9 12:59:19 dn425/dn425 ntpd[2709]: synchronized to 10.100.30.250, stratum 3
- 1131569966 2005.11.09 dn323 Nov 9 12:59:26 dn323/dn323 ntpd[30896]: synchronized to 10.100.30.250, stratum 3
- 1131569971 2005.11.09 dn356 Nov 9 12:59:31 dn356/dn356 ntpd[32234]: synchronized to 10.100.30.250, stratum 3
- 1131570239 2005.11.09 dn212 Nov 9 13:03:59 dn212/dn212 ntpd[11230]: synchronized to 10.100.30.250, stratum 3
- 1131570244 2005.11.09 dn987 Nov 9 13:04:04 dn987/dn987 ntpd[1095]: synchronized to 10.100.24.250, stratum 3
- 1131570270 2005.11.09 dn1014 Nov 9 13:04:30 dn1014/dn1014 ntpd[32700]: synchronized to 10.100.28.250, stratum 3
- 1131570313 2005.11.09 dn468 Nov 9 13:05:13 dn468/dn468 ntpd[25602]: synchronized to 10.100.28.250, stratum 3
- 1131570330 2005.11.09 dn612 Nov 9 13:05:30 dn612/dn612 ntpd[3242]: synchronized to 10.100.28.250, stratum 3
- 1131570349 2005.11.09 dn196 Nov 9 13:05:49 dn196/dn196 ntpd[11555]: synchronized to 10.100.28.250, stratum 3
- 1131570838 2005.11.09 dn60 Nov 9 13:13:58 dn60/dn60 ntpd[20234]: synchronized to 10.100.28.250, stratum 3
- 1131570883 2005.11.09 dn1009 Nov 9 13:14:43 dn1009/dn1009 ntpd[599]: synchronized to 10.100.26.250, stratum 3
- 1131570918 2005.11.09 dn173 Nov 9 13:15:18 dn173/dn173 ntpd[10713]: synchronized to 10.100.30.250, stratum 3
- 1131570956 2005.11.09 dn927 Nov 9 13:15:56 dn927/dn927 ntpd[4090]: synchronized to 10.100.26.250, stratum 3
- 1131570961 2005.11.09 dn19 Nov 9 13:16:01 dn19/dn19 ntpd[13962]: synchronized to 10.100.26.250, stratum 3
- 1131571002 2005.11.09 dn535 Nov 9 13:16:42 dn535/dn535 ntpd[31726]: synchronized to 10.100.26.250, stratum 3
- 1131571024 2005.11.09 dn306 Nov 9 13:17:04 dn306/dn306 ntpd[25823]: synchronized to 10.100.30.250, stratum 3
- 1131571026 2005.11.09 dn246 Nov 9 13:17:06 dn246/dn246 ntpd[10151]: synchronized to 10.100.26.250, stratum 3
- 1131571029 2005.11.09 dn356 Nov 9 13:17:09 dn356/dn356 ntpd[32234]: synchronized to 10.100.28.250, stratum 3
- 1131571366 2005.11.09 dn906 Nov 9 13:22:46 dn906/dn906 ntpd[4207]: synchronized to 10.100.26.250, stratum 3
- 1131571368 2005.11.09 dn920 Nov 9 13:22:48 dn920/dn920 ntpd[3722]: synchronized to 10.100.24.250, stratum 3
- 1131571380 2005.11.09 dn114 Nov 9 13:23:00 dn114/dn114 ntpd[10704]: synchronized to 10.100.28.250, stratum 3
- 1131571402 2005.11.09 dn957 Nov 9 13:23:22 dn957/dn957 ntpd[348]: synchronized to 10.100.28.250, stratum 3
- 1131571405 2005.11.09 dn880 Nov 9 13:23:25 dn880/dn880 ntpd[2075]: synchronized to 10.100.30.250, stratum 3
- 1131571424 2005.11.09 dn552 Nov 9 13:23:44 dn552/dn552 ntpd[32263]: synchronized to 10.100.26.250, stratum 3
- 1131571432 2005.11.09 dn134 Nov 9 13:23:52 dn134/dn134 ntpd[9960]: synchronized to 10.100.26.250, stratum 3
- 1131571433 2005.11.09 dn859 Nov 9 13:23:53 dn859/dn859 ntpd[3033]: synchronized to 10.100.28.250, stratum 3
