1131381612 2005.11.07 UNKNOWN_LOCATION 2005-11-07-08.40.12.867033 UNKNOWN_LOCATION NULL CMCS INFO Starting SystemController
1131381616 2005.11.07 UNKNOWN_LOCATION 2005-11-07-08.40.16.434268 UNKNOWN_LOCATION NULL CMCS INFO Controlling BG/L rows [ 0 1 2 3 4 5 6 7 ]
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.683638 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.689558 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.695629 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.701525 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.707558 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.719553 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.731565 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.737549 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.749522 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.755608 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.761501 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.767566 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.773483 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.779520 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.791496 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.797590 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.803449 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.821486 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.827574 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.833434 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.839499 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.845434 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402825 2005.11.07 NULL 2005-11-07-14.33.45.851464 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402960 2005.11.07 NULL 2005-11-07-14.36.00.246229 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402976 2005.11.07 NULL 2005-11-07-14.36.16.423418 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.234306 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.284379 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.290474 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.296209 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.302339 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.308192 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.326124 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.631073 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.672690 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.691415 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.713565 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.720363 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.726690 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.733048 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.738689 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.750625 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.762743 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.768549 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.786602 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.798595 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.804513 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.816514 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.822513 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.828418 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131402982 2005.11.07 NULL 2005-11-07-14.36.22.846497 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=pTargetMgr Source file=idoclientmgr.cpp Source line=353 Function=int IdoClientMgr::TargetClose(const char*)
1131404889 2005.11.07 NULL 2005-11-07-15.08.09.521643 NULL RAS MMCS INFO idoproxydb has been started: $Name: V1R1M2_255_2005 $ Input parameters: -enableflush -loguserinfo db.properties BlueGene1
