1131366696 2005.11.07 R53-M0-N8-I:J18-U01 2005-11-07-04.31.36.823510 R53-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366699 2005.11.07 R41-M1-NC-I:J18-U01 2005-11-07-04.31.39.049069 R41-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366700 2005.11.07 R26-M0-NC-I:J18-U11 2005-11-07-04.31.40.251666 R26-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366700 2005.11.07 R26-M0-NC-I:J18-U01 2005-11-07-04.31.40.359265 R26-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366700 2005.11.07 R26-M0-N8-I:J18-U11 2005-11-07-04.31.40.466867 R26-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366700 2005.11.07 R26-M0-N8-I:J18-U01 2005-11-07-04.31.40.574694 R26-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366700 2005.11.07 R26-M0-N4-I:J18-U11 2005-11-07-04.31.40.676117 R26-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366700 2005.11.07 R26-M0-N4-I:J18-U01 2005-11-07-04.31.40.795874 R26-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366700 2005.11.07 R26-M0-N0-I:J18-U11 2005-11-07-04.31.40.909557 R26-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366701 2005.11.07 R26-M0-N0-I:J18-U01 2005-11-07-04.31.41.023279 R26-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366701 2005.11.07 R20-M0-N8-I:J18-U11 2005-11-07-04.31.41.137071 R20-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366701 2005.11.07 R20-M0-N8-I:J18-U01 2005-11-07-04.31.41.232409 R20-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366701 2005.11.07 R50-M1-N0-I:J18-U11 2005-11-07-04.31.41.909125 R50-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366701 2005.11.07 R50-M1-N0-I:J18-U01 2005-11-07-04.31.41.998974 R50-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366702 2005.11.07 R20-M1-N8-I:J18-U11 2005-11-07-04.31.42.472242 R20-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366702 2005.11.07 R20-M1-N8-I:J18-U01 2005-11-07-04.31.42.562038 R20-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366702 2005.11.07 R20-M1-NC-I:J18-U11 2005-11-07-04.31.42.658312 R20-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366702 2005.11.07 R20-M1-NC-I:J18-U01 2005-11-07-04.31.42.753719 R20-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366703 2005.11.07 R26-M1-N4-I:J18-U01 2005-11-07-04.31.43.680708 R26-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366705 2005.11.07 R47-M0-N8-I:J18-U11 2005-11-07-04.31.45.864173 R47-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366705 2005.11.07 R47-M0-N8-I:J18-U01 2005-11-07-04.31.45.976602 R47-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366706 2005.11.07 R20-M0-NC-I:J18-U11 2005-11-07-04.31.46.095954 R20-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366706 2005.11.07 R20-M0-NC-I:J18-U01 2005-11-07-04.31.46.204891 R20-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366706 2005.11.07 R20-M0-N0-I:J18-U11 2005-11-07-04.31.46.545924 R20-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366706 2005.11.07 R20-M0-N0-I:J18-U01 2005-11-07-04.31.46.653586 R20-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366706 2005.11.07 R20-M0-N4-I:J18-U11 2005-11-07-04.31.46.761507 R20-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366706 2005.11.07 R20-M0-N4-I:J18-U01 2005-11-07-04.31.46.869176 R20-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366708 2005.11.07 R26-M1-N0-I:J18-U11 2005-11-07-04.31.48.096584 R26-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366709 2005.11.07 R47-M0-N4-I:J18-U11 2005-11-07-04.31.49.537611 R47-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366709 2005.11.07 R47-M0-N4-I:J18-U01 2005-11-07-04.31.49.645288 R47-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366709 2005.11.07 R56-M1-NC-I:J18-U11 2005-11-07-04.31.49.753037 R56-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366709 2005.11.07 R56-M1-NC-I:J18-U01 2005-11-07-04.31.49.861012 R56-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366710 2005.11.07 R35-M1-N4-I:J18-U11 2005-11-07-04.31.50.961651 R35-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366711 2005.11.07 R35-M1-N4-I:J18-U01 2005-11-07-04.31.51.051025 R35-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366711 2005.11.07 R56-M1-N8-I:J18-U11 2005-11-07-04.31.51.338712 R56-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366711 2005.11.07 R56-M1-N8-I:J18-U01 2005-11-07-04.31.51.428356 R56-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366711 2005.11.07 R50-M1-NC-I:J18-U11 2005-11-07-04.31.51.524734 R50-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366711 2005.11.07 R50-M1-NC-I:J18-U01 2005-11-07-04.31.51.614106 R50-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366711 2005.11.07 R47-M0-N0-I:J18-U11 2005-11-07-04.31.51.697949 R47-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366711 2005.11.07 R47-M0-N0-I:J18-U01 2005-11-07-04.31.51.778332 R47-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366712 2005.11.07 R41-M1-N8-I:J18-U11 2005-11-07-04.31.52.029412 R41-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366712 2005.11.07 R41-M1-N8-I:J18-U01 2005-11-07-04.31.52.137265 R41-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366714 2005.11.07 R23-M1-NC-I:J18-U11 2005-11-07-04.31.54.662598 R23-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366714 2005.11.07 R23-M1-NC-I:J18-U01 2005-11-07-04.31.54.757184 R23-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366716 2005.11.07 R47-M0-NC-I:J18-U11 2005-11-07-04.31.56.190693 R47-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366716 2005.11.07 R47-M0-NC-I:J18-U01 2005-11-07-04.31.56.298497 R47-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366716 2005.11.07 R62-M1-N0-I:J18-U11 2005-11-07-04.31.56.400315 R62-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366717 2005.11.07 R32-M0-N0-I:J18-U01 2005-11-07-04.31.57.230032 R32-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366719 2005.11.07 R23-M0-N0-I:J18-U11 2005-11-07-04.31.59.269357 R23-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366719 2005.11.07 R23-M0-N0-I:J18-U01 2005-11-07-04.31.59.371182 R23-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366719 2005.11.07 R23-M1-N4-I:J18-U11 2005-11-07-04.31.59.893059 R23-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366719 2005.11.07 R23-M1-N4-I:J18-U01 2005-11-07-04.31.59.986409 R23-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366720 2005.11.07 R65-M0-N8-I:J18-U11 2005-11-07-04.32.00.089539 R65-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366720 2005.11.07 R23-M1-N0-I:J18-U11 2005-11-07-04.32.00.179621 R23-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366720 2005.11.07 R23-M1-N0-I:J18-U01 2005-11-07-04.32.00.268558 R23-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366720 2005.11.07 R23-M0-N4-I:J18-U11 2005-11-07-04.32.00.855335 R23-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366720 2005.11.07 R23-M0-N4-I:J18-U01 2005-11-07-04.32.00.950952 R23-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366721 2005.11.07 R65-M0-NC-I:J18-U11 2005-11-07-04.32.01.214529 R65-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366721 2005.11.07 R23-M1-N8-I:J18-U11 2005-11-07-04.32.01.466066 R23-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366721 2005.11.07 R74-M1-N0-I:J18-U11 2005-11-07-04.32.01.555804 R74-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366721 2005.11.07 R74-M1-N0-I:J18-U01 2005-11-07-04.32.01.651474 R74-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366721 2005.11.07 R74-M1-N4-I:J18-U11 2005-11-07-04.32.01.753179 R74-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366721 2005.11.07 R74-M1-N4-I:J18-U01 2005-11-07-04.32.01.855175 R74-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366721 2005.11.07 R74-M1-NC-I:J18-U11 2005-11-07-04.32.01.956882 R74-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366722 2005.11.07 R74-M1-NC-I:J18-U01 2005-11-07-04.32.02.052697 R74-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366722 2005.11.07 R32-M1-N0-I:J18-U11 2005-11-07-04.32.02.160604 R32-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366722 2005.11.07 R32-M1-N0-I:J18-U01 2005-11-07-04.32.02.262478 R32-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366722 2005.11.07 R74-M1-N8-I:J18-U11 2005-11-07-04.32.02.363933 R74-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366722 2005.11.07 R74-M1-N8-I:J18-U01 2005-11-07-04.32.02.465774 R74-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366723 2005.11.07 R65-M0-N0-I:J18-U11 2005-11-07-04.32.03.268662 R65-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366723 2005.11.07 R65-M0-N0-I:J18-U01 2005-11-07-04.32.03.370075 R65-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366724 2005.11.07 R74-M0-N0-I:J18-U11 2005-11-07-04.32.04.289860 R74-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366724 2005.11.07 R74-M0-N4-I:J18-U01 2005-11-07-04.32.04.625162 R74-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366729 2005.11.07 R62-M1-N4-I:J18-U11 2005-11-07-04.32.09.338629 R62-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366729 2005.11.07 R62-M1-N4-I:J18-U01 2005-11-07-04.32.09.456109 R62-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366729 2005.11.07 R50-M0-N8-I:J18-U11 2005-11-07-04.32.09.997023 R50-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366730 2005.11.07 R50-M0-N8-I:J18-U01 2005-11-07-04.32.10.104532 R50-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366730 2005.11.07 R50-M1-N4-I:J18-U11 2005-11-07-04.32.10.202007 R50-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366730 2005.11.07 R50-M1-N4-I:J18-U01 2005-11-07-04.32.10.296918 R50-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366730 2005.11.07 R50-M0-N4-I:J18-U11 2005-11-07-04.32.10.392274 R50-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366730 2005.11.07 R50-M0-N4-I:J18-U01 2005-11-07-04.32.10.481855 R50-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366730 2005.11.07 R23-M0-N8-I:J18-U11 2005-11-07-04.32.10.583942 R23-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366730 2005.11.07 R23-M0-N8-I:J18-U01 2005-11-07-04.32.10.679300 R23-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366730 2005.11.07 R50-M0-N0-I:J18-U11 2005-11-07-04.32.10.768756 R50-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366730 2005.11.07 R50-M0-N0-I:J18-U01 2005-11-07-04.32.10.858806 R50-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366731 2005.11.07 R50-M1-N8-I:J18-U11 2005-11-07-04.32.11.253989 R50-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366731 2005.11.07 R50-M1-N8-I:J18-U01 2005-11-07-04.32.11.355431 R50-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366731 2005.11.07 R62-M1-N8-I:J18-U11 2005-11-07-04.32.11.673314 R62-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366731 2005.11.07 R62-M1-N8-I:J18-U01 2005-11-07-04.32.11.775057 R62-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366731 2005.11.07 R71-M0-NC-I:J18-U11 2005-11-07-04.32.11.876791 R71-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366731 2005.11.07 R71-M0-NC-I:J18-U01 2005-11-07-04.32.11.978362 R71-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366732 2005.11.07 R62-M1-NC-I:J18-U01 2005-11-07-04.32.12.086153 R62-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366732 2005.11.07 R35-M1-N8-I:J18-U11 2005-11-07-04.32.12.816914 R35-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366732 2005.11.07 R35-M1-N8-I:J18-U01 2005-11-07-04.32.12.918576 R35-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131366733 2005.11.07 R35-M1-NC-I:J18-U11 2005-11-07-04.32.13.020309 R35-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
