1127108422 2005.09.18 R57-M0-N4-I:J18-U01 2005-09-18-22.40.22.377857 R57-M0-N4-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108422 2005.09.18 R57-M1-N4-I:J18-U11 2005-09-18-22.40.22.485573 R57-M1-N4-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108422 2005.09.18 R57-M1-N4-I:J18-U01 2005-09-18-22.40.22.599685 R57-M1-N4-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108422 2005.09.18 R57-M0-N0-I:J18-U11 2005-09-18-22.40.22.700749 R57-M0-N0-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108422 2005.09.18 R57-M0-N0-I:J18-U01 2005-09-18-22.40.22.802621 R57-M0-N0-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108422 2005.09.18 R57-M0-NC-I:J18-U01 2005-09-18-22.40.22.910202 R57-M0-NC-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108423 2005.09.18 R57-M1-N0-I:J18-U11 2005-09-18-22.40.23.006401 R57-M1-N0-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108423 2005.09.18 R57-M1-N0-I:J18-U01 2005-09-18-22.40.23.101797 R57-M1-N0-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108423 2005.09.18 R42-M0-N8-I:J18-U11 2005-09-18-22.40.23.196893 R42-M0-N8-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108423 2005.09.18 R42-M0-N8-I:J18-U01 2005-09-18-22.40.23.293096 R42-M0-N8-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108423 2005.09.18 R57-M1-NC-I:J18-U11 2005-09-18-22.40.23.389124 R57-M1-NC-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108423 2005.09.18 R57-M1-NC-I:J18-U01 2005-09-18-22.40.23.484676 R57-M1-NC-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108423 2005.09.18 R42-M1-N4-I:J18-U11 2005-09-18-22.40.23.580151 R42-M1-N4-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108423 2005.09.18 R42-M1-N4-I:J18-U01 2005-09-18-22.40.23.682182 R42-M1-N4-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108424 2005.09.18 R45-M0-NC-I:J18-U11 2005-09-18-22.40.24.741828 R45-M0-NC-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108425 2005.09.18 R57-M1-N8-I:J18-U11 2005-09-18-22.40.25.208323 R57-M1-N8-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108425 2005.09.18 R57-M1-N8-I:J18-U01 2005-09-18-22.40.25.244132 R57-M1-N8-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108425 2005.09.18 R42-M0-NC-I:J18-U11 2005-09-18-22.40.25.280225 R42-M0-NC-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108425 2005.09.18 R42-M0-NC-I:J18-U01 2005-09-18-22.40.25.316020 R42-M0-NC-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108426 2005.09.18 R57-M0-N8-I:J18-U11 2005-09-18-22.40.26.579173 R57-M0-N8-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108426 2005.09.18 R54-M0-NC-I:J18-U11 2005-09-18-22.40.26.681006 R54-M0-NC-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108426 2005.09.18 R54-M0-NC-I:J18-U01 2005-09-18-22.40.26.782439 R54-M0-NC-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108427 2005.09.18 R54-M0-N8-I:J18-U01 2005-09-18-22.40.27.189234 R54-M0-N8-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108611 2005.09.18 R54-M1-N0-I:J18-U11 2005-09-18-22.43.31.649449 R54-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108618 2005.09.18 R45-M1-N4-I:J18-U01 2005-09-18-22.43.38.088174 R45-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108619 2005.09.18 R51-M1-N8-I:J18-U11 2005-09-18-22.43.39.136595 R51-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108619 2005.09.18 R51-M1-N8-I:J18-U01 2005-09-18-22.43.39.283673 R51-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108620 2005.09.18 R42-M0-N4-I:J18-U11 2005-09-18-22.43.40.216962 R42-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108620 2005.09.18 R42-M0-N4-I:J18-U01 2005-09-18-22.43.40.342643 R42-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108620 2005.09.18 R42-M1-N8-I:J18-U11 2005-09-18-22.43.40.707350 R42-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108620 2005.09.18 R42-M1-N8-I:J18-U01 2005-09-18-22.43.40.821019 R42-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108621 2005.09.18 R45-M1-NC-I:J18-U11 2005-09-18-22.43.41.168238 R45-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108621 2005.09.18 R45-M1-NC-I:J18-U01 2005-09-18-22.43.41.281837 R45-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108622 2005.09.18 R42-M0-N0-I:J18-U11 2005-09-18-22.43.42.089905 R42-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108622 2005.09.18 R42-M0-N0-I:J18-U01 2005-09-18-22.43.42.197357 R42-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108622 2005.09.18 R51-M0-N4-I:J18-U11 2005-09-18-22.43.42.747930 R51-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108622 2005.09.18 R51-M0-N4-I:J18-U01 2005-09-18-22.43.42.855389 R51-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108622 2005.09.18 R51-M0-N0-I:J18-U11 2005-09-18-22.43.42.962944 R51-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108623 2005.09.18 R51-M0-N0-I:J18-U01 2005-09-18-22.43.43.083111 R51-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108624 2005.09.18 R45-M0-N4-I:J18-U11 2005-09-18-22.43.44.107108 R45-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108624 2005.09.18 R45-M0-N4-I:J18-U01 2005-09-18-22.43.44.335511 R45-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108624 2005.09.18 R45-M1-N0-I:J18-U11 2005-09-18-22.43.44.531677 R45-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108624 2005.09.18 R45-M1-N0-I:J18-U01 2005-09-18-22.43.44.639864 R45-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108624 2005.09.18 R45-M0-N0-I:J18-U11 2005-09-18-22.43.44.671622 R45-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108624 2005.09.18 R45-M0-N0-I:J18-U01 2005-09-18-22.43.44.704758 R45-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108624 2005.09.18 R42-M1-N0-I:J18-U11 2005-09-18-22.43.44.740725 R42-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108624 2005.09.18 R42-M1-N0-I:J18-U01 2005-09-18-22.43.44.776758 R42-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108624 2005.09.18 R51-M0-N8-I:J18-U11 2005-09-18-22.43.44.993968 R51-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108625 2005.09.18 R51-M0-N8-I:J18-U01 2005-09-18-22.43.45.029713 R51-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108625 2005.09.18 R51-M0-NC-I:J18-U11 2005-09-18-22.43.45.576629 R51-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108625 2005.09.18 R51-M0-NC-I:J18-U01 2005-09-18-22.43.45.678479 R51-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108627 2005.09.18 R57-M0-N4-I:J18-U11 2005-09-18-22.43.47.689444 R57-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108627 2005.09.18 R57-M0-N4-I:J18-U01 2005-09-18-22.43.47.809224 R57-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108627 2005.09.18 R57-M1-N4-I:J18-U11 2005-09-18-22.43.47.916691 R57-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108628 2005.09.18 R57-M1-N4-I:J18-U01 2005-09-18-22.43.48.037025 R57-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108628 2005.09.18 R57-M0-N0-I:J18-U11 2005-09-18-22.43.48.150259 R57-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108628 2005.09.18 R57-M0-N0-I:J18-U01 2005-09-18-22.43.48.257792 R57-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108628 2005.09.18 R57-M0-NC-I:J18-U11 2005-09-18-22.43.48.365369 R57-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108628 2005.09.18 R57-M0-NC-I:J18-U01 2005-09-18-22.43.48.485661 R57-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
