1127108420 2005.09.18 R41-M0-N0-I:J18-U11 2005-09-18-22.40.20.816123 R41-M0-N0-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108420 2005.09.18 R41-M0-N0-I:J18-U01 2005-09-18-22.40.20.845361 R41-M0-N0-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108421 2005.09.18 R56-M1-N8-I:J18-U11 2005-09-18-22.40.21.396675 R56-M1-N8-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108421 2005.09.18 R50-M1-NC-I:J18-U01 2005-09-18-22.40.21.504913 R50-M1-NC-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108421 2005.09.18 R47-M0-N0-I:J18-U11 2005-09-18-22.40.21.612119 R47-M0-N0-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108421 2005.09.18 R41-M1-N8-I:J18-U01 2005-09-18-22.40.21.845543 R41-M1-N8-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108423 2005.09.18 R47-M1-N4-I:J18-U11 2005-09-18-22.40.23.879532 R47-M1-N4-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108423 2005.09.18 R47-M1-NC-I:J18-U01 2005-09-18-22.40.23.975204 R47-M1-NC-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108424 2005.09.18 R47-M1-N8-I:J18-U11 2005-09-18-22.40.24.850014 R47-M1-N8-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108424 2005.09.18 R47-M1-N8-I:J18-U01 2005-09-18-22.40.24.962643 R47-M1-N8-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108425 2005.09.18 R47-M1-N0-I:J18-U01 2005-09-18-22.40.25.172730 R47-M1-N0-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108425 2005.09.18 R50-M0-N8-I:J18-U11 2005-09-18-22.40.25.507243 R50-M0-N8-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108425 2005.09.18 R50-M0-N8-I:J18-U01 2005-09-18-22.40.25.556785 R50-M0-N8-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108425 2005.09.18 R50-M1-N4-I:J18-U11 2005-09-18-22.40.25.663540 R50-M1-N4-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108425 2005.09.18 R50-M1-N4-I:J18-U01 2005-09-18-22.40.25.777523 R50-M1-N4-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108426 2005.09.18 R50-M1-N8-I:J18-U11 2005-09-18-22.40.26.263125 R50-M1-N8-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/home/spelce1/HPCC_IBM/TomandJeff/bin/tested_copro) failed: No such file or directory
1127108611 2005.09.18 R41-M1-N0-I:J18-U11 2005-09-18-22.43.31.158601 R41-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108613 2005.09.18 R53-M1-N8-I:J18-U11 2005-09-18-22.43.33.732507 R53-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108613 2005.09.18 R53-M1-N8-I:J18-U01 2005-09-18-22.43.33.839903 R53-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108614 2005.09.18 R56-M1-N0-I:J18-U11 2005-09-18-22.43.34.109167 R56-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108614 2005.09.18 R56-M1-N0-I:J18-U01 2005-09-18-22.43.34.318287 R56-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108614 2005.09.18 R56-M1-N4-I:J18-U11 2005-09-18-22.43.34.426042 R56-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108614 2005.09.18 R56-M1-N4-I:J18-U01 2005-09-18-22.43.34.534250 R56-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108614 2005.09.18 R56-M0-N8-I:J18-U11 2005-09-18-22.43.34.584044 R56-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108614 2005.09.18 R56-M0-N8-I:J18-U01 2005-09-18-22.43.34.701111 R56-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108614 2005.09.18 R56-M0-N4-I:J18-U11 2005-09-18-22.43.34.803847 R56-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108614 2005.09.18 R56-M0-N4-I:J18-U01 2005-09-18-22.43.34.905171 R56-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108616 2005.09.18 R53-M0-N8-I:J18-U11 2005-09-18-22.43.36.251141 R53-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108616 2005.09.18 R53-M0-N8-I:J18-U01 2005-09-18-22.43.36.352346 R53-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108616 2005.09.18 R53-M0-N0-I:J18-U11 2005-09-18-22.43.36.466403 R53-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108616 2005.09.18 R53-M0-N0-I:J18-U01 2005-09-18-22.43.36.502161 R53-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108616 2005.09.18 R56-M0-NC-I:J18-U11 2005-09-18-22.43.36.538126 R56-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108616 2005.09.18 R56-M0-NC-I:J18-U01 2005-09-18-22.43.36.573992 R56-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108616 2005.09.18 R53-M1-N4-I:J18-U11 2005-09-18-22.43.36.748310 R53-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108616 2005.09.18 R53-M1-N4-I:J18-U01 2005-09-18-22.43.36.855776 R53-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108616 2005.09.18 R53-M1-N0-I:J18-U11 2005-09-18-22.43.36.975550 R53-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108617 2005.09.18 R53-M1-N0-I:J18-U01 2005-09-18-22.43.37.083175 R53-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108617 2005.09.18 R53-M1-NC-I:J18-U11 2005-09-18-22.43.37.209124 R53-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108617 2005.09.18 R53-M1-NC-I:J18-U01 2005-09-18-22.43.37.317430 R53-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108618 2005.09.18 R44-M1-N8-I:J18-U11 2005-09-18-22.43.38.130331 R44-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108618 2005.09.18 R44-M1-N8-I:J18-U01 2005-09-18-22.43.38.178040 R44-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108618 2005.09.18 R41-M1-NC-I:J18-U11 2005-09-18-22.43.38.214711 R41-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108618 2005.09.18 R41-M1-NC-I:J18-U01 2005-09-18-22.43.38.262644 R41-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108618 2005.09.18 R44-M0-N8-I:J18-U11 2005-09-18-22.43.38.305125 R44-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108618 2005.09.18 R44-M0-N8-I:J18-U01 2005-09-18-22.43.38.340532 R44-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108618 2005.09.18 R44-M0-NC-I:J18-U11 2005-09-18-22.43.38.382278 R44-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108618 2005.09.18 R44-M0-NC-I:J18-U01 2005-09-18-22.43.38.418254 R44-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108618 2005.09.18 R44-M0-N0-I:J18-U11 2005-09-18-22.43.38.478126 R44-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108618 2005.09.18 R44-M0-N0-I:J18-U01 2005-09-18-22.43.38.514004 R44-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108618 2005.09.18 R44-M1-NC-I:J18-U11 2005-09-18-22.43.38.555709 R44-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108618 2005.09.18 R44-M1-NC-I:J18-U01 2005-09-18-22.43.38.654906 R44-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108619 2005.09.18 R44-M1-N4-I:J18-U11 2005-09-18-22.43.39.384789 R44-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108619 2005.09.18 R44-M1-N4-I:J18-U01 2005-09-18-22.43.39.492409 R44-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108619 2005.09.18 R44-M1-N0-I:J18-U11 2005-09-18-22.43.39.600040 R44-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108619 2005.09.18 R44-M1-N0-I:J18-U01 2005-09-18-22.43.39.641623 R44-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108620 2005.09.18 R44-M0-N4-I:J18-U11 2005-09-18-22.43.40.940932 R44-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108621 2005.09.18 R44-M0-N4-I:J18-U01 2005-09-18-22.43.41.054295 R44-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108623 2005.09.18 R50-M1-N0-I:J18-U11 2005-09-18-22.43.43.191389 R50-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108623 2005.09.18 R50-M1-N0-I:J18-U01 2005-09-18-22.43.43.304306 R50-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108623 2005.09.18 R50-M0-NC-I:J18-U11 2005-09-18-22.43.43.885179 R50-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108623 2005.09.18 R50-M0-NC-I:J18-U01 2005-09-18-22.43.43.992906 R50-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108624 2005.09.18 R47-M0-N8-I:J18-U11 2005-09-18-22.43.44.812709 R47-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108624 2005.09.18 R47-M0-N8-I:J18-U01 2005-09-18-22.43.44.861145 R47-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108625 2005.09.18 R47-M0-N4-I:J18-U11 2005-09-18-22.43.45.145422 R47-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108625 2005.09.18 R47-M0-N4-I:J18-U01 2005-09-18-22.43.45.258931 R47-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108625 2005.09.18 R56-M1-NC-I:J18-U11 2005-09-18-22.43.45.360505 R56-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108625 2005.09.18 R56-M1-NC-I:J18-U01 2005-09-18-22.43.45.462131 R56-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108625 2005.09.18 R41-M0-N0-I:J18-U11 2005-09-18-22.43.45.780378 R41-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108625 2005.09.18 R41-M0-N0-I:J18-U01 2005-09-18-22.43.45.881559 R41-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108626 2005.09.18 R56-M1-N8-I:J18-U11 2005-09-18-22.43.46.460604 R56-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108626 2005.09.18 R56-M1-N8-I:J18-U01 2005-09-18-22.43.46.502294 R56-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
1127108626 2005.09.18 R50-M1-NC-I:J18-U11 2005-09-18-22.43.46.550545 R50-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts: invalid or missing program image, Permission denied
